PercentStance,APAngle.Convert,MLAngle.Convert,InterpV.BW,InterpML.BW,InterpAP.BW,NetGRF.BW,Group,Species,Ind,Appendage,Trial,InterpV.N,InterpML.N,InterpAP.N,SquaredV.N,SquaredML.N,SquaredAP.N,NetGRF.N,APAngle,MLAngle
23,6.141028037,-12.16118008,0.507034693,-0.109265241,0.054553626,0.521535398,pw_Pel,pw,pw03,Pel,pw03f08,0.09440986,-0.020345188,0.010157885,0.008913222,0.000413927,0.000103183,0.097109891,83.85897196,102.1611801
26,9.773753161,-7.656524751,0.503262797,-0.06765499,0.086691178,0.515136876,pw_Pel,pw,pw03,Pel,pw03f10,0.093707533,-0.012597359,0.016141897,0.008781102,0.000158693,0.000260561,0.095918486,80.22624684,97.65652475
31,11.88534443,-3.215980635,0.474664006,-0.026670645,0.099900597,0.485795606,pw_Pel,pw,pw03,Pel,pw03f11,0.088382438,-0.004966074,0.018601491,0.007811455,2.47E-05,0.000346015,0.090455142,78.11465557,93.21598064
28,7.005602058,-17.1797898,0.495415361,-0.153165198,0.060878527,0.522113161,pw_Pel,pw,pw03,Pel,pw03f17,0.08739127,-0.027018341,0.010738972,0.007637234,0.000729991,0.000115326,0.092100762,82.99439794,107.1797898
28,25.0970932,-1.910262545,0.43122463,-0.014382519,0.2019737,0.476397853,pw_Pel,pw,pw03,Pel,pw03f18,0.076068025,-0.002537076,0.035628161,0.005786344,6.44E-06,0.001269366,0.084036581,64.9029068,91.91026254
29,-7.049326253,-19.09457781,0.572993376,-0.198356021,-0.070855523,0.610480979,pw_Pel,pw,pw03,Pel,pw03f20,0.101076032,-0.034990002,-0.012498914,0.010216364,0.0012243,0.000156223,0.107688845,97.04932625,109.0945778
21,6.801504148,-24.21379787,0.539916974,-0.242804609,0.064395577,0.595492407,pw_Pel,pw,pw03,Pel,pw03f23,0.095241354,-0.042830733,0.01135938,0.009070916,0.001834472,0.000129036,0.105044861,83.19849585,114.2137979
33,18.30073175,-21.45746197,0.46217587,-0.181659657,0.152856603,0.519588209,pw_Pel,pw,pw03,Pel,pw03f26,0.081527823,-0.032044764,0.026963905,0.006646786,0.001026867,0.000727052,0.09165536,71.69926825,111.457462
67,20.52178276,-3.250985149,0.434978168,-0.024707354,0.162820187,0.465109529,pw_Pel,pw,pw05,Pel,pw05f01,0.072467363,-0.004116245,0.027125843,0.005251519,1.69E-05,0.000735811,0.077487247,69.47821724,93.25098515
54,14.05810336,-20.83065801,0.403821279,-0.153644621,0.101119033,0.443737934,pw_Pel,pw,pw05,Pel,pw05f02,0.067276625,-0.025597194,0.016846431,0.004526144,0.000655216,0.000283802,0.07392674,75.94189664,110.830658
40,45.18466307,-2.374077343,0.226039044,-0.009371397,0.227500799,0.320839658,pw_Pel,pw,pw05,Pel,pw05f04,0.037658105,-0.001561275,0.037901633,0.001418133,2.44E-06,0.001436534,0.053451887,44.81533693,92.37407734
29,17.18495565,-14.33821779,0.508401708,-0.129951182,0.157230345,0.547796484,pw_Pel,pw,pw05,Pel,pw05f09,0.084699725,-0.021649867,0.026194576,0.007174043,0.000468717,0.000686156,0.091262894,72.81504435,104.3382178
25,8.222609386,-22.45063488,0.455858984,-0.18836299,0.065873915,0.497621746,pw_Pel,pw,pw05,Pel,pw05f10,0.075946107,-0.031381274,0.010974594,0.005767811,0.000984784,0.000120442,0.082903783,81.77739061,112.4506349
34,15.57015247,-17.10596428,0.393181189,-0.121003132,0.109557403,0.425718252,pw_Pel,pw,pw05,Pel,pw05f12,0.065503986,-0.020159122,0.018252263,0.004290772,0.00040639,0.000333145,0.070924661,74.42984753,107.1059643
31,13.86511092,-8.47225576,0.472136823,-0.070327609,0.116536992,0.491365468,pw_Pel,pw,pw05,Pel,pw05f13,0.078657995,-0.01171658,0.019415063,0.00618708,0.000137278,0.000376945,0.081861487,76.13488908,98.47225576
34,11.70191272,-10.2854009,0.510847765,-0.092702315,0.105809272,0.529862964,pw_Pel,pw,pw05,Pel,pw05f15,0.085107238,-0.015444206,0.017627825,0.007243242,0.000238523,0.00031074,0.08827517,78.29808728,100.2854009
30,-0.895662547,-16.98310124,0.459332578,-0.140283937,-0.007180991,0.480330685,pw_Pel,pw,pw05,Pel,pw05f18,0.076524808,-0.023371304,-0.001196353,0.005856046,0.000546218,1.43E-06,0.080023092,90.89566255,106.9831012
32,16.94002382,-7.706204075,0.448420052,-0.060678214,0.136582659,0.472670299,pw_Pel,pw,pw05,Pel,pw05f19,0.074706781,-0.01010899,0.022754671,0.005581103,0.000102192,0.000517775,0.078746872,73.05997618,97.70620407
20,27.16903762,-15.57675232,0.47908121,-0.133552361,0.245887116,0.554811241,pw_Pel,pw,pw05,Pel,pw05f20,0.07981493,-0.022249823,0.040964793,0.006370423,0.000495055,0.001678114,0.092431553,62.83096238,105.5767523
21,32.29805471,-19.88110098,0.479031832,-0.17322841,0.30280859,0.592598195,pw_Pel,pw,pw06,Pel,pw06f01,0.075112191,-0.027162215,0.047480387,0.005641841,0.000737786,0.002254387,0.092919397,57.70194529,109.881101
13,51.61270526,-35.78027312,0.232684155,-0.167695351,0.293708111,0.410521743,pw_Pel,pw,pw06,Pel,pw06f03,0.036484876,-0.026294631,0.046053432,0.001331146,0.000691408,0.002120919,0.064369809,38.38729474,125.7802731
22,13.35200452,-21.43469704,0.546566315,-0.214578909,0.129726727,0.601338398,pw_Pel,pw,pw06,Pel,pw06f04,0.085701598,-0.033645973,0.020341151,0.007344764,0.001132051,0.000413762,0.094289861,76.64799548,111.434697
22,12.32535556,-26.60151246,0.416569314,-0.208616127,0.091019929,0.474694964,pw_Pel,pw,pw06,Pel,pw06f05,0.065318068,-0.032711009,0.014271925,0.00426645,0.00107001,0.000203688,0.07443217,77.67464444,116.6015125
20,41.64839576,-35.61049781,0.21727711,-0.155615355,0.193236085,0.329796401,pw_Pel,pw,pw06,Pel,pw06f08,0.034069051,-0.024400488,0.030299418,0.0011607,0.000595384,0.000918055,0.051712076,48.35160424,125.6104978
22,24.79692792,-24.70767735,0.439739022,-0.202328744,0.203159343,0.524958138,pw_Pel,pw,pw06,Pel,pw06f09,0.068951079,-0.031725147,0.031855385,0.004754251,0.001006485,0.001014766,0.082313436,65.20307208,114.7076773
19,19.00134729,-27.06017745,0.265924151,-0.13584712,0.091572023,0.312338805,pw_Pel,pw,pw06,Pel,pw06f13,0.041696907,-0.021300828,0.014358493,0.001738632,0.000453725,0.000206166,0.048974725,70.99865271,117.0601774
